VID,RID,epoch,deviceType,osName,isWorker,SSR,serverPush,streamingResponse,workerAssets,fromGoogle,dnsLookupTime,timeToFirstByte,cssBundleLoadTime,mainJsBundleLoadTime,firstPaint,firstContentfulPaint,tti
7082336f-0cd3-4e14-8dd8-87f62df738ec,7082336f-0cd3-4e14-8dd8-87f62df738ec,1552399368106,mobile,iOS,1,1,1,1,0,1,30,,2,1,,,
b50bb5d1-3602-45ea-b1f3-d2efde34a9e0,b50bb5d1-3602-45ea-b1f3-d2efde34a9e0,1552344050145,mobile,iOS,1,0,0,0,1,1,,,,,,,
3f14287a-1ed9-4aaa-8505-2d2748668384,3f14287a-1ed9-4aaa-8505-2d2748668384,1552375387586,mobile,Android,1,0,1,1,0,1,0,1344,37,415,1586,2548,2527
120a6a35-15d4-45d6-992f-24a2d9bd2db7,120a6a35-15d4-45d6-992f-24a2d9bd2db7,1552292267129,mobile,iOS,1,0,1,1,1,1,199,1684,1164,1165,,,
a74095cc-f7b1-42d3-8c03-1a6f6578bc72,a74095cc-f7b1-42d3-8c03-1a6f6578bc72,1550980678903,mobile,Android,0,1,0,,0,1,,,,,,,
eb453075-71e8-499f-9600-53d4346bbe95,eb453075-71e8-499f-9600-53d4346bbe95,1552219135671,mobile,Android,1,1,1,1,0,1,0,403,,,,,
5fb522a0-fa73-4ddd-99d7-e5ad5ede2a20,5fb522a0-fa73-4ddd-99d7-e5ad5ede2a20,1552317336908,mobile,iOS,1,1,1,0,0,1,,719,,,,,
12befeda-531a-4c28-a3fe-b0336942d5c5,12befeda-531a-4c28-a3fe-b0336942d5c5,1552206945947,NA,Android,1,0,0,1,0,1,0,0,,,,,
b7b40050-125c-469a-bd77-91ae28b5aa4e,b7b40050-125c-469a-bd77-91ae28b5aa4e,1551013586780,mobile,Android,0,1,0,,0,1,,,,,,,
2cf311aa-9a67-4a95-b8aa-7ad653574c2d,2cf311aa-9a67-4a95-b8aa-7ad653574c2d,1552164906658,NA,Windows,1,0,1,1,0,1,43,301,,,,,
6cf9453e-a222-4b48-b3fe-8647fc2a1d7c,6cf9453e-a222-4b48-b3fe-8647fc2a1d7c,1552243699309,mobile,iOS,1,0,1,1,0,1,1136,1547,0,29,,,
0b24ba46-1b14-4611-ab6a-9945a5b640a0,0b24ba46-1b14-4611-ab6a-9945a5b640a0,1552245054245,mobile,Android,1,0,1,1,1,1,0,458,61,117,634,753,739
0cc5cd51-b517-4996-abba-b20f08968b04,0cc5cd51-b517-4996-abba-b20f08968b04,1552370268928,mobile,Android,1,0,1,0,0,1,0,355,29,64,3929,3929,7941
c81a793e-4ce8-4268-a09a-be78d40c3685,c81a793e-4ce8-4268-a09a-be78d40c3685,1552247271968,mobile,Android,1,0,1,1,0,1,0,650,79,172,987,1110,1098
0a66a8a2-896b-4fe4-8bae-9e4b40208167,0a66a8a2-896b-4fe4-8bae-9e4b40208167,1550968187486,mobile,Android,1,0,0,,0,1,,,,,,,
1be0d7ab-9f77-4090-8a7e-e2216ae96ec1,1be0d7ab-9f77-4090-8a7e-e2216ae96ec1,1551011799213,mobile,iOS,0,0,1,,0,1,,,,,,,
ebab54ef-fc40-4b30-b0cd-1ef48d75b421,ebab54ef-fc40-4b30-b0cd-1ef48d75b421,1552319079438,mobile,iOS,1,0,0,1,1,1,262,1802,,,,,
2c5a3543-d433-485e-992f-2c387bc89d0b,2c5a3543-d433-485e-992f-2c387bc89d0b,1552298076045,mobile,iOS,1,1,0,1,1,1,80,1055,220,337,,,
3a529b8d-7340-4554-9f07-3a9114228161,3a529b8d-7340-4554-9f07-3a9114228161,1552235681187,mobile,Android,1,1,1,1,1,1,480,2000,12,40,2384,2384,
3ae595e6-2ff6-4ea8-86ca-6bcd0af6c63f,3ae595e6-2ff6-4ea8-86ca-6bcd0af6c63f,1552309083793,mobile,iOS,1,1,0,0,1,1,112,512,61,94,,,
f6443385-f9c3-4780-b6ba-697001222e1b,f6443385-f9c3-4780-b6ba-697001222e1b,1551001899692,mobile,iOS,1,1,0,,0,1,,,,,,,
7d21369e-6b6f-448e-8764-d0d4243029c8,7d21369e-6b6f-448e-8764-d0d4243029c8,1552332326146,mobile,Android,1,1,0,0,0,1,,1031,202,463,1418,1418,
05531d75-d9a7-4eb4-8a1e-dba2fd9d6f6e,05531d75-d9a7-4eb4-8a1e-dba2fd9d6f6e,1552369530544,mobile,Android,1,0,1,1,0,1,,1859,66,99,4724,5217,5440
20dd48a9-56ff-4ce7-941b-8a8f3edebc7b,20dd48a9-56ff-4ce7-941b-8a8f3edebc7b,1552305302467,mobile,Android,1,0,0,1,1,1,41,586,86,141,783,1100,2061
d81de5fe-8f99-45be-914e-8eb58dc91183,d81de5fe-8f99-45be-914e-8eb58dc91183,1552392812234,NA,Windows,1,0,0,1,0,1,431,2288,882,2076,,,
950ae472-b65d-40ce-829b-e0e7345b57e3,950ae472-b65d-40ce-829b-e0e7345b57e3,1552212007827,mobile,Android,1,1,0,1,1,1,17,507,,,,,710
5c459732-6ccb-49e2-8458-801894d26756,5c459732-6ccb-49e2-8458-801894d26756,1552345841104,mobile,Android,1,0,1,1,1,1,,,,,,,
5dc116f7-a8be-43ec-877c-9c08a981501f,5dc116f7-a8be-43ec-877c-9c08a981501f,1552377973569,mobile,Android,1,0,1,1,0,1,0,498,199,241,832,934,908
a239c60b-7387-4025-9ba6-a5227ad08713,a239c60b-7387-4025-9ba6-a5227ad08713,1552325632325,mobile,Android,1,1,0,1,0,1,43,252,88,208,558,558,3170
860feaf7-5ddd-4b55-a345-3e7e892c1662,860feaf7-5ddd-4b55-a345-3e7e892c1662,1552329739186,mobile,iOS,1,0,0,1,0,1,25,342,37,64,,,
59556bed-ec0c-4e38-8d2d-876015ce6128,59556bed-ec0c-4e38-8d2d-876015ce6128,1552398049334,mobile,Android,1,1,0,1,0,1,24,411,197,279,961,961,4315
d18c439b-194a-4686-96ef-d6b216b5e801,d18c439b-194a-4686-96ef-d6b216b5e801,1552322827964,mobile,Android,1,1,1,1,1,1,129,,32,37,715,715,
91e0d779-d331-49b1-8009-cae194ee83a8,91e0d779-d331-49b1-8009-cae194ee83a8,1552303814581,mobile,Android,1,0,1,1,0,1,0,1319,126,222,1626,1823,
4ee968cc-c4ed-4e56-81c5-44d816912427,4ee968cc-c4ed-4e56-81c5-44d816912427,1552262284681,mobile,Android,1,1,1,0,1,1,,,,,,,
fe737edf-9e45-4635-8d20-53b18b156fd2,fe737edf-9e45-4635-8d20-53b18b156fd2,1552385965485,mobile,iOS,1,0,1,0,0,1,78,1222,247,585,,,
2551d83e-1433-4c60-8fc0-c8446db44936,2551d83e-1433-4c60-8fc0-c8446db44936,1552394596368,mobile,Android,1,1,1,0,1,1,2083,,,,,,
9ea28a72-bcab-40a0-bcd6-9195bc069223,9ea28a72-bcab-40a0-bcd6-9195bc069223,1552393768834,mobile,iOS,1,0,1,1,0,1,140,1108,104,197,,,
a93e50a5-50dc-4798-9cda-fc96c859633c,a93e50a5-50dc-4798-9cda-fc96c859633c,1552316273606,mobile,iOS,1,0,0,0,1,1,130,644,85,108,,,
bbe7e90e-9bb7-4d42-afaa-7af00e203f03,bbe7e90e-9bb7-4d42-afaa-7af00e203f03,1551005493407,mobile,iOS,1,1,1,,1,1,,,,,,,
54084588-d83c-445a-b61e-69375b9999bf,54084588-d83c-445a-b61e-69375b9999bf,1552388476945,mobile,Android,1,0,0,0,1,1,0,884,361,2266,1412,3516,
ffd32282-1ad6-46db-bc84-1ff208025612,ffd32282-1ad6-46db-bc84-1ff208025612,1551018679856,mobile,iOS,1,0,0,,0,1,,,,,,,
a43c7d5b-d304-4b51-b310-dc1b441398a2,a43c7d5b-d304-4b51-b310-dc1b441398a2,1552154929157,mobile,NA,1,0,1,0,1,1,,,,,,,
14da38cc-9d34-4f93-90a5-75905f7b1823,14da38cc-9d34-4f93-90a5-75905f7b1823,1552399852743,NA,Windows,1,1,1,1,1,1,0,922,100,130,,,
763fea9d-425d-4dd7-a9f9-628c2a22456f,763fea9d-425d-4dd7-a9f9-628c2a22456f,1551016604473,mobile,Android,0,0,1,,0,1,,,,,,,
aba9481a-68f0-499f-8029-094b85ab098f,aba9481a-68f0-499f-8029-094b85ab098f,1552373296629,mobile,iOS,1,0,0,1,0,1,,677,116,155,,,
4bccf44c-adb0-4394-953b-ffe327cabea3,4bccf44c-adb0-4394-953b-ffe327cabea3,1552405023168,mobile,Android,1,0,1,1,1,1,,,,,,,
8fde591e-c8f7-4e57-9e77-bc70ba466d84,f01cbe61-f04b-4cfa-8779-43fce87415fc,1552300360195,tablet,Android,1,1,0,0,1,1,188,831,99,108,1354,1354,9378
000003f0-0b82-4d85-8706-d51418698b4f,000003f0-0b82-4d85-8706-d51418698b4f,1552391866729,NA,Windows,1,1,0,0,0,1,44,478,99,220,,,939
60808563-c22f-4917-af6f-6601728919ae,60808563-c22f-4917-af6f-6601728919ae,1552321006062,NA,Windows,1,1,1,1,0,1,76,,194,244,753,753,
8e07388c-de5c-4dd9-bdfe-7bd212c1e4ee,8e07388c-de5c-4dd9-bdfe-7bd212c1e4ee,1551018955686,mobile,Android,0,1,1,,0,1,,,,,,,
4e3df1fc-c977-43de-8c5c-bf3b0322e1af,4e3df1fc-c977-43de-8c5c-bf3b0322e1af,1550981743959,mobile,Android,1,0,1,,1,1,,,,,,,
fd351875-4c33-4eaf-aed5-5a1104c61693,fd351875-4c33-4eaf-aed5-5a1104c61693,1552303358219,mobile,Android,1,0,0,0,1,1,0,461,132,240,838,1067,4480
29b7cb9c-0b94-4327-b79b-ee5c26cba0a9,29b7cb9c-0b94-4327-b79b-ee5c26cba0a9,1551018496567,mobile,Android,1,1,1,,0,1,,,,,,,
b68421b9-4998-4517-adfc-9c4fa3e70b2e,b68421b9-4998-4517-adfc-9c4fa3e70b2e,1552231847151,NA,Windows,1,0,1,0,0,1,,,,,,,
f5e7399e-d0fb-40c6-a6bf-e3350d390d70,f5e7399e-d0fb-40c6-a6bf-e3350d390d70,1551019763016,mobile,iOS,0,0,1,,1,1,,,,,,,
f97f68a6-d368-4101-92c6-5370aa63971e,f97f68a6-d368-4101-92c6-5370aa63971e,1552318609337,mobile,iOS,1,1,0,1,0,1,,,108,143,,,
0211b384-01f7-4f7d-8aec-8a742f642bfa,0211b384-01f7-4f7d-8aec-8a742f642bfa,1552306341555,mobile,iOS,1,0,0,1,1,1,104,,162,188,,,
ab2a2fe2-f7fd-465a-9c9c-bf99b6ac9be5,ab2a2fe2-f7fd-465a-9c9c-bf99b6ac9be5,1552184986431,tablet,iOS,1,0,0,1,0,1,59,942,,,,,
83d2496a-8cfb-43ee-9aee-181e6488f6c1,83d2496a-8cfb-43ee-9aee-181e6488f6c1,1552174780100,mobile,Android,1,1,1,1,0,1,109,468,,,,,
69dcc85c-c499-4eb4-be06-56993a69d8ec,69dcc85c-c499-4eb4-be06-56993a69d8ec,1552348736019,mobile,Android,1,0,1,1,1,1,,,,,,,
6aef4b1c-c6ee-4858-a0c8-3fc096867fa6,6aef4b1c-c6ee-4858-a0c8-3fc096867fa6,1552161323482,mobile,Android,1,0,1,0,1,1,198,977,,,,,
1ee6e912-ff68-4575-a96c-c6ec2a2f9c20,1ee6e912-ff68-4575-a96c-c6ec2a2f9c20,1550992548453,NA,Windows,0,1,0,,0,1,,,,,,,
8d659ed4-cff4-4079-bcfc-fb70c11c625d,8d659ed4-cff4-4079-bcfc-fb70c11c625d,1552385416810,NA,Windows,1,1,1,1,1,1,53,813,50,354,,,
45390ffa-b52e-4132-b4bd-78e4a419dedf,45390ffa-b52e-4132-b4bd-78e4a419dedf,1552357463632,mobile,iOS,1,0,1,0,1,1,19,1579,1,0,,,
7d34283d-48d4-468a-9f08-60d51b181d5b,7d34283d-48d4-468a-9f08-60d51b181d5b,1552211382797,NA,Linux,1,1,0,1,1,1,,,,,,,
8736205f-910e-4985-8e9a-a9d5b975c699,8736205f-910e-4985-8e9a-a9d5b975c699,1551019557778,mobile,Android,1,0,1,,1,1,,,,,,,
419075d0-b1a1-4078-8715-150623e83d0f,419075d0-b1a1-4078-8715-150623e83d0f,1552354360733,NA,Windows,1,1,0,0,1,1,82,819,149,567,,,1859
59498a35-a219-456c-b9b9-9c191c001e58,59498a35-a219-456c-b9b9-9c191c001e58,1552342561112,mobile,iOS,1,0,1,1,0,1,,,,,,,
aea0bd93-772d-45e2-b64f-da93f19a7c07,aea0bd93-772d-45e2-b64f-da93f19a7c07,1552296795923,mobile,Android,1,0,1,1,0,1,34,457,,,,,
13d28ad6-d38f-4999-9c32-6d34478c1b3b,13d28ad6-d38f-4999-9c32-6d34478c1b3b,1552384504150,mobile,Android,1,1,0,0,1,1,0,,801,715,2172,2173,2463
12bdcaff-8517-4483-9dca-003996da3e15,12bdcaff-8517-4483-9dca-003996da3e15,1552158233466,mobile,Android,1,1,1,1,0,1,,,,,,,
e111f6e9-1973-4e8f-9a13-eba75c44f4cf,e111f6e9-1973-4e8f-9a13-eba75c44f4cf,1552324463912,mobile,iOS,1,0,1,0,1,1,224,1375,15,22,,,
e35e78de-cf9f-4fe2-ae34-c9f0be08a193,e35e78de-cf9f-4fe2-ae34-c9f0be08a193,1550977330669,mobile,Android,1,0,0,,1,1,,,,,,,
0e35b121-517c-46bd-b11a-aec33518a3e2,0e35b121-517c-46bd-b11a-aec33518a3e2,1552258866593,mobile,iOS,1,0,1,1,1,1,,,,,,,
082331c0-954c-4da1-9dbd-e5614e0515a7,082331c0-954c-4da1-9dbd-e5614e0515a7,1552331232425,tablet,Android,1,1,1,0,1,1,290,1529,20,449,,,
0d15524b-fed8-4781-8a3f-6a01300bbed4,0d15524b-fed8-4781-8a3f-6a01300bbed4,1552242917868,mobile,Android,1,1,1,0,1,1,0,2061,883,1639,3118,3118,3963
6996fc25-b8c2-4754-98ba-80c8e6a90a5f,6996fc25-b8c2-4754-98ba-80c8e6a90a5f,1552247213586,mobile,Android,1,0,0,1,0,1,23,779,221,309,1208,1619,1785
2c3a26e7-2bbd-410a-9837-355681e234e5,2c3a26e7-2bbd-410a-9837-355681e234e5,1552322706932,NA,Windows,1,0,0,0,1,1,113,407,85,198,719,896,1075
6b4668f5-b4bb-4979-9176-b6e767016442,6b4668f5-b4bb-4979-9176-b6e767016442,1552320416711,mobile,iOS,1,1,0,1,1,1,52,383,213,314,,,
97411724-5522-4b42-9c98-155ddc94a3a5,97411724-5522-4b42-9c98-155ddc94a3a5,1552280765256,mobile,iOS,1,1,1,0,0,1,,1596,,,,,
720be995-790a-4f99-8039-cab7158a1324,720be995-790a-4f99-8039-cab7158a1324,1552173004815,NA,Windows,1,0,0,0,1,1,61,288,,,,,
12bbd059-aae5-4d83-bf29-7bdfb3bd82cc,12bbd059-aae5-4d83-bf29-7bdfb3bd82cc,1551014818217,mobile,Android,1,0,1,,0,1,,,,,,,
46f2c71b-f0b8-48c2-9ba3-bd9de544c5ae,46f2c71b-f0b8-48c2-9ba3-bd9de544c5ae,1552297965118,mobile,iOS,1,0,1,0,0,1,86,628,82,160,,,
1c12eba0-fd5e-4ce2-afcb-25740ab12f39,1c12eba0-fd5e-4ce2-afcb-25740ab12f39,1552330006723,mobile,iOS,1,0,0,0,1,1,2584,3173,72,93,,,
9ab4b1ab-09ad-43c8-aff8-3dca97b505f6,9ab4b1ab-09ad-43c8-aff8-3dca97b505f6,1552337801290,mobile,Android,1,1,0,1,1,1,,,,,,,
80a80560-03e3-4fb9-9175-b6d744f41e5e,80a80560-03e3-4fb9-9175-b6d744f41e5e,1552384584618,mobile,Android,1,0,0,0,0,1,164,1059,1009,2784,2186,4467,5548
7301cb42-5ace-4a14-aaa6-f8067e04daa2,7301cb42-5ace-4a14-aaa6-f8067e04daa2,1551000109204,mobile,Android,1,0,1,,1,1,,,,,,,
246767ad-9b44-444b-bf68-929759117d8d,246767ad-9b44-444b-bf68-929759117d8d,1552317238328,mobile,iOS,1,1,1,1,0,1,56,593,210,226,,,
eeb5a14a-09fe-4d4a-99e3-d7490506c0fd,eeb5a14a-09fe-4d4a-99e3-d7490506c0fd,1552303682983,mobile,Android,1,0,1,1,1,1,126,849,,,,,
3879c6ce-ef14-4a94-91a8-21312d8658f8,3879c6ce-ef14-4a94-91a8-21312d8658f8,1552322610968,tablet,iOS,1,0,0,1,0,1,20,1129,110,130,,,
41a94786-3a1d-40de-a0e3-0e9af2e8918b,41a94786-3a1d-40de-a0e3-0e9af2e8918b,1551021944560,NA,Windows,1,1,0,,0,1,,,,,,,
172a2f2d-d067-45ca-bc3a-d69f58ac1bfb,172a2f2d-d067-45ca-bc3a-d69f58ac1bfb,1552380786792,mobile,Android,1,1,1,1,1,1,1154,1684,39,86,2030,2030,2190
22caffea-05ce-4d73-9f15-6a072704b876,22caffea-05ce-4d73-9f15-6a072704b876,1552236711798,mobile,iOS,1,1,1,1,1,1,258,2429,,2000,,,
08216e94-06b7-4f19-bbbe-bc09f7c4f937,08216e94-06b7-4f19-bbbe-bc09f7c4f937,1552258223067,NA,Linux,1,0,0,1,1,1,,,,,,,
db8c78de-069f-4e51-96b2-c764ef676afd,db8c78de-069f-4e51-96b2-c764ef676afd,1552238147552,mobile,Android,1,1,0,1,1,1,422,1093,333,716,,,
9017f1d3-aeb5-4b7d-a149-e5a23facad83,9017f1d3-aeb5-4b7d-a149-e5a23facad83,1552249948828,mobile,Android,1,0,1,1,0,1,,,,,,,
f26f40ed-5fe8-46a3-ae56-d21b9483e42d,f26f40ed-5fe8-46a3-ae56-d21b9483e42d,1552314310755,mobile,iOS,1,1,1,0,1,1,0,2841,1,8,,,
10c4a589-e3b4-4fec-9e2b-7d2396c8f9ca,10c4a589-e3b4-4fec-9e2b-7d2396c8f9ca,1552400122843,mobile,Android,1,1,1,1,0,1,210,701,,,,,
e85103d3-4558-407a-89c6-2346505b108e,e85103d3-4558-407a-89c6-2346505b108e,1552337813107,mobile,Android,1,0,0,1,1,1,,,,,,,
51e8a655-9d94-4834-a9c4-1506472e9a84,51e8a655-9d94-4834-a9c4-1506472e9a84,1552325081023,mobile,Android,1,0,0,1,1,1,,,,,,,
2efb2b2a-fbee-4037-8f44-aac46195c53f,2efb2b2a-fbee-4037-8f44-aac46195c53f,1550992421222,mobile,iOS,1,1,0,,1,1,,,,,,,
12c74266-f6fb-4c1f-8b97-dc0b6b464cae,12c74266-f6fb-4c1f-8b97-dc0b6b464cae,1552251631012,mobile,iOS,1,0,0,0,0,1,,,,,,,
4ed1ca17-059e-4b65-86fb-813a10463995,4ed1ca17-059e-4b65-86fb-813a10463995,1552321616047,mobile,Android,1,1,0,1,0,1,0,1027,130,475,1340,1340,1800
39254f0f-1f49-4a28-9ee6-59061bad1b2b,39254f0f-1f49-4a28-9ee6-59061bad1b2b,1552295079638,NA,Mac OS,1,1,1,0,0,1,,510,85,126,,,1016
93005d46-b7b9-46b6-b47a-e6aa1c28ff1f,93005d46-b7b9-46b6-b47a-e6aa1c28ff1f,1552225219715,mobile,Android,1,0,0,1,0,1,0,4211,,,,,
0d702dae-f6bf-446e-8fc5-2b2e11cd19a1,0d702dae-f6bf-446e-8fc5-2b2e11cd19a1,1552206483428,mobile,iOS,1,0,1,1,0,1,1052,1360,,,,,
7bac72ba-81bd-4ce0-910c-c04cbdc922f8,7bac72ba-81bd-4ce0-910c-c04cbdc922f8,1552156223847,mobile,Android,1,1,1,0,1,1,,,,,,,
742769b1-4c1d-4702-b9a0-ba2763b7cab4,742769b1-4c1d-4702-b9a0-ba2763b7cab4,1552260374849,tablet,iOS,1,1,1,0,1,1,,,,,,,
0bcd5bc7-3a47-4045-abc0-5bdeebb65c63,0bcd5bc7-3a47-4045-abc0-5bdeebb65c63,1552386756720,mobile,Android,1,1,0,0,1,1,55,525,98,174,943,943,
ac27704f-ac39-4577-83cf-80503ab86f86,ac27704f-ac39-4577-83cf-80503ab86f86,1552352393432,mobile,Android,1,1,0,1,1,1,0,,74,243,1386,1386,2082
76ed44ad-e64c-4773-93bf-9f9419223098,76ed44ad-e64c-4773-93bf-9f9419223098,1552394957433,NA,Windows,1,1,0,0,1,1,323,576,82,188,844,844,
ebdde1a9-ed6d-48ef-93cb-52d265094e6e,ebdde1a9-ed6d-48ef-93cb-52d265094e6e,1552294260087,NA,Windows,1,0,1,1,1,1,49,234,7,15,1082,1082,1105
7d71a806-7ffa-43d1-96f4-89d8a4e52188,7d71a806-7ffa-43d1-96f4-89d8a4e52188,1552372666360,NA,Windows,1,1,0,1,1,1,,,,,,,
33a93956-836d-4924-8d59-9921ae0181d4,33a93956-836d-4924-8d59-9921ae0181d4,1550962519031,mobile,iOS,1,0,1,,0,1,,,,,,,
c2a989ab-ed80-4bfe-b67c-63a439752f3f,c2a989ab-ed80-4bfe-b67c-63a439752f3f,1552368274450,NA,Windows,1,0,1,1,1,1,139,550,3,15,758,862,843
a775415a-c6a9-4a15-bb07-dcc236a9741b,a775415a-c6a9-4a15-bb07-dcc236a9741b,1552300004349,mobile,Android,1,1,1,0,1,1,172,599,13,26,865,865,979
4e858e5d-a0f4-490e-a737-5dfd097f5cf7,4e858e5d-a0f4-490e-a737-5dfd097f5cf7,1552310838227,mobile,iOS,1,0,1,0,0,1,21,286,1,22,,,
b9748273-7ba1-4487-be32-3cd38162c143,b9748273-7ba1-4487-be32-3cd38162c143,1552314050097,mobile,Android,1,0,1,1,1,1,108,746,86,102,958,1158,
61092315-c63d-4bbd-a435-9e4dca9d5ef7,61092315-c63d-4bbd-a435-9e4dca9d5ef7,1552154258548,mobile,iOS,1,0,1,0,1,1,,,,,,,
3192070a-0d70-4ef0-8316-d7cd7cfd972a,3192070a-0d70-4ef0-8316-d7cd7cfd972a,1552328901366,mobile,Android,1,0,1,1,0,1,0,,8,17,324,619,5191
d3c757cf-cf9b-44fc-bac0-5a08bc479881,d3c757cf-cf9b-44fc-bac0-5a08bc479881,1552292007773,mobile,Android,1,1,0,1,1,1,94,524,91,172,,,944
fbffbdaf-2012-4aea-b91a-add36371ce94,fbffbdaf-2012-4aea-b91a-add36371ce94,1552295366347,mobile,iOS,1,1,1,0,1,1,602,1547,461,461,,,
b2ae8040-9cda-4d70-ba29-c18e2dd19d35,b2ae8040-9cda-4d70-ba29-c18e2dd19d35,1552397809479,mobile,Android,1,1,1,1,0,1,629,2337,499,644,3006,3006,3127
f5697cd1-afb1-4ff5-a8e8-e39223554878,f5697cd1-afb1-4ff5-a8e8-e39223554878,1552162109414,mobile,Android,1,1,0,1,0,1,227,748,,,,,28314
e87f80c5-163e-4da5-b54d-12a49ac9a8af,e87f80c5-163e-4da5-b54d-12a49ac9a8af,1552273663809,mobile,iOS,1,0,1,0,0,1,64,846,29,2,,,
c8f7b2f6-6a05-4c3d-bbb7-f957361c1a3f,c8f7b2f6-6a05-4c3d-bbb7-f957361c1a3f,1552338982831,mobile,Android,1,0,0,1,0,1,,,,,,,
43ac1d55-1cb2-4e21-b63b-9dd975c08566,43ac1d55-1cb2-4e21-b63b-9dd975c08566,1552364160988,mobile,Android,1,1,0,0,1,1,20,767,117,272,1465,1465,5741
9bad4cf4-8bb4-4d9b-896c-e208158f1ab0,9bad4cf4-8bb4-4d9b-896c-e208158f1ab0,1552160420059,mobile,Android,1,1,1,1,0,1,53,595,,,,,2720
d4efac9b-bfe2-471f-a399-d94dbc03d490,d4efac9b-bfe2-471f-a399-d94dbc03d490,1552335736251,NA,Windows,1,0,1,0,0,1,5446,20042,3434,7173,,,100809
ac8b1379-8cf6-4f5a-b176-4b1987c04864,ac8b1379-8cf6-4f5a-b176-4b1987c04864,1552245510819,mobile,Android,1,0,1,0,0,1,,1074,28,60,1836,2071,2473
f3add9dc-89a3-4451-9d52-9da73ce7ec77,f3add9dc-89a3-4451-9d52-9da73ce7ec77,1552323947449,mobile,iOS,1,0,1,1,1,1,225,888,2,8,,,
41684fc0-6ba7-49ce-980e-8c1a91dea11c,41684fc0-6ba7-49ce-980e-8c1a91dea11c,1552364993110,mobile,iOS,1,0,1,0,1,1,219,826,71,66,,,
9854b1c0-ec43-4cbd-83f4-4bd508d8f9d7,9854b1c0-ec43-4cbd-83f4-4bd508d8f9d7,1551013326888,mobile,Android,1,1,1,,1,1,,,,,,,
4540c432-f175-4c06-846d-050f066c3a5a,4540c432-f175-4c06-846d-050f066c3a5a,1552304644767,mobile,Android,1,1,0,0,0,1,0,378,134,251,893,893,
c9e4dbad-f242-41eb-986a-db271a7edd49,c9e4dbad-f242-41eb-986a-db271a7edd49,1552216849941,NA,Windows,1,0,1,1,0,1,112,607,,,,,1415
d92eeebc-841a-45cc-a83a-5e7336753db0,d92eeebc-841a-45cc-a83a-5e7336753db0,1552362453370,mobile,iOS,1,1,1,1,1,1,251,,,,,,
37e0989b-b482-43b5-869f-2dec16e9d7e4,37e0989b-b482-43b5-869f-2dec16e9d7e4,1552241444714,mobile,Android,1,1,0,0,0,1,28,304,68,136,606,606,759
91f66534-4a4b-465f-854e-0ce6087314e6,91f66534-4a4b-465f-854e-0ce6087314e6,1552401189992,mobile,Android,1,1,0,0,1,1,250,1039,133,196,1430,1430,1546
9fb89806-33af-4899-b4a7-bf23706f123e,9fb89806-33af-4899-b4a7-bf23706f123e,1552326429571,NA,Windows,1,0,0,1,0,1,77,367,54,118,489,610,598
75363962-4e80-4769-82fe-8bb33c53e84d,75363962-4e80-4769-82fe-8bb33c53e84d,1552322354576,NA,NA,1,1,0,0,0,1,,,,,,,
c680362b-6105-4749-8450-8af16a2f3a30,c680362b-6105-4749-8450-8af16a2f3a30,1552375603312,mobile,Android,1,1,0,1,0,1,145,448,137,205,725,725,870
f145ddc7-212b-48ee-8f98-91bd1716c8d1,f145ddc7-212b-48ee-8f98-91bd1716c8d1,1552181813311,mobile,Android,1,0,1,1,0,1,187,-15,,,,,1747
6ffee432-d2c0-4e76-b4c0-bd3eea58c923,6ffee432-d2c0-4e76-b4c0-bd3eea58c923,1552294396456,mobile,iOS,1,0,0,1,0,1,84,705,,,,,
78b7db02-d2a3-41fe-81ce-5db9eb4d63ce,78b7db02-d2a3-41fe-81ce-5db9eb4d63ce,1552187875237,tablet,iOS,1,1,1,0,0,1,58,781,,,,,
db581ac9-6420-4f68-ba4a-c1c723cfca3c,db581ac9-6420-4f68-ba4a-c1c723cfca3c,1552355937436,mobile,Android,1,1,1,0,0,1,0,1489,594,1375,2300,,3048
307d356a-e536-45eb-b039-b9bb258c30e7,307d356a-e536-45eb-b039-b9bb258c30e7,1552159126512,mobile,Android,1,0,0,0,0,1,12,729,,,,,
4f6a8ef4-f8c6-456c-857b-1daa49c26917,4f6a8ef4-f8c6-456c-857b-1daa49c26917,1552244723341,mobile,iOS,1,1,1,0,0,1,58,,60,52,,,
0baaba8f-b50c-429f-82e0-22f326d814c6,0baaba8f-b50c-429f-82e0-22f326d814c6,1552226929843,mobile,Android,1,1,0,0,0,1,,,,,,,
ebfcf9e7-bfa7-41c1-8e9c-1595fd151bdb,ebfcf9e7-bfa7-41c1-8e9c-1595fd151bdb,1552200249084,mobile,Android,1,1,1,0,1,1,97,1636,,,,,24511
c8603f28-dffd-47db-97d5-c0297e8e9d3e,c8603f28-dffd-47db-97d5-c0297e8e9d3e,1552174949914,mobile,iOS,1,0,1,1,0,1,49,638,,,,,
616ad2c4-a6ea-4ab9-a881-b977bcf195bc,616ad2c4-a6ea-4ab9-a881-b977bcf195bc,1552325704310,NA,Linux,1,0,0,1,0,1,,,,,,,
7d11ad36-2a2a-4ebe-a4ea-9356ce9f74c4,7d11ad36-2a2a-4ebe-a4ea-9356ce9f74c4,1552325213217,mobile,iOS,1,0,1,1,0,1,51,534,37,108,,,
e45da8d7-0f47-4b51-961a-2809538a006e,e45da8d7-0f47-4b51-961a-2809538a006e,1552253254966,mobile,iOS,1,1,0,0,1,1,,,,,,,
